order_id,customer_id,order_date,delivery_date,status,shipping_cost,total_amount,payment_method,ship_method,coupon_code,ship_city,ship_country
594,123,2023-10-28,2023-10-29,Delivered,29.99,1517.69,Debit Card,Priority,,Berlin,USA
595,123,2021-03-26,2021-03-31,Delivered,0.0,1897.57,Credit Card,Same-Day,,Philadelphia,USA
596,123,2021-10-25,,Cancelled,0.0,1180.15,Credit Card,Standard,,Portland,USA
597,123,2022-01-17,2022-01-18,Delivered,9.99,122.9,PayPal,Priority,,Oklahoma City,USA
598,124,2023-08-22,2023-08-26,Delivered,5.99,1278.12,Credit Card,Priority,,Fort Worth,USA
599,124,2023-06-28,2023-07-01,Delivered,0.0,2881.83,Debit Card,Standard,PRIME15,Vancouver,USA
600,124,2023-04-16,2023-04-23,Delivered,0.0,1150.24,Credit Card,Standard,SAVE10,New York,USA
601,124,2023-02-27,2023-03-05,Delivered,0.0,462.79,Amazon Pay,Standard,SAVE10,Louisville,UK
602,124,2023-04-02,2023-04-05,Delivered,0.0,1382.86,PayPal,Standard,,Chicago,USA
603,124,2023-12-24,2023-12-30,Delivered,5.99,2932.59,Credit Card,Same-Day,,Chicago,Australia
604,124,2021-08-31,2021-09-01,Delivered,0.0,2240.44,Debit Card,Standard,,Austin,USA
605,124,2023-08-01,,Processing,19.99,2095.12,PayPal,Expedited,,Houston,Germany
606,124,2023-12-29,,Cancelled,29.99,3384.86,Amazon Pay,Standard,,Oklahoma City,USA
607,124,2022-07-14,2022-07-16,Delivered,5.99,2617.61,Credit Card,Standard,SAVE10,Montreal,USA
608,124,2021-09-12,2021-09-13,Delivered,0.0,2517.1,Credit Card,Same-Day,SUMMER20,Denver,USA
609,124,2023-03-27,,Cancelled,0.0,2093.94,Amazon Pay,Priority,,Oklahoma City,USA
610,125,2021-01-25,2021-02-01,Delivered,29.99,1475.8,Credit Card,Priority,,Denver,USA
611,125,2024-08-04,2024-08-11,Delivered,9.99,65.96,Debit Card,Standard,WELCOME5,Memphis,USA
612,125,2021-05-26,,Processing,19.99,25.24,Debit Card,Expedited,,San Antonio,USA
613,125,2023-05-17,2023-05-20,Delivered,14.99,225.82,Debit Card,Same-Day,SAVE10,Melbourne,USA
614,125,2022-09-22,2022-09-25,Returned,19.99,1320.06,Amazon Pay,Expedited,,Oklahoma City,USA
615,125,2024-04-10,2024-04-13,Delivered,0.0,2008.62,Gift Card,Expedited,PRIME15,Nashville,USA
616,125,2024-04-04,2024-04-08,Delivered,0.0,1942.51,Debit Card,Priority,SUMMER20,Birmingham,USA
617,125,2023-03-22,2023-03-23,Delivered,9.99,181.62,Amazon Pay,Priority,,Philadelphia,UK
618,125,2025-07-22,,,14.99,657.77,Amazon Pay,Same-Day,SAVE10,Fort Worth,USA
619,126,2023-09-09,2023-09-16,Delivered,0.0,1983.67,Credit Card,Priority,WELCOME5,Dallas,USA
620,126,2022-05-07,2022-05-14,Delivered,29.99,3136.24,Debit Card,Priority,SUMMER20,Austin,USA
621,126,2023-08-28,2023-09-02,Delivered,0.0,791.18,PayPal,Standard,,Indianapolis,USA
622,126,2021-02-14,2021-02-15,Delivered,0.0,237.75,PayPal,Standard,SUMMER20,Dallas,USA
623,126,2022-09-01,2022-09-04,returned,14.99,1843.2,Amazon Pay,Standard,,Philadelphia,USA
624,126,2022-07-05,,Processing,9.99,210.95,Debit Card,Expedited,SAVE10,Birmingham,USA
625,126,2021-09-12,2021-09-13,Delivered,9.99,2762.22,PayPal,Priority,,Milwaukee,USA
626,126,2021-09-20,2021-09-22,Returned,0.0,721.09,Gift Card,Standard,PRIME15,Portland,USA
627,126,2023-09-07,2023-09-14,Delivered,0.0,1959.21,Credit Card,Standard,,Oklahoma City,USA
628,126,2024-07-01,2024-07-08,Delivered,19.99,1013.95,Amazon Pay,Standard,FLASH25,Houston,USA
629,126,2023-10-13,,Shipped,19.99,3041.21,Gift Card,Priority,PRIME15,Tucson,USA
630,126,2021-10-10,,Processing,0.0,2948.08,Credit Card,Same-Day,FLASH25,Portland,USA
631,127,2024-07-23,,Cancelled,29.99,925.68,Debit Card,Priority,SUMMER20,Oklahoma City,Germany
632,127,2023-09-22,2023-09-24,Delivered,0.0,3433.48,Amazon Pay,Standard,,Phoenix,USA
633,128,2023-11-03,,Cancelled,19.99,2174.57,Credit Card,Same-Day,,Baltimore,USA
634,128,2022-08-31,2022-09-02,Delivered,0.0,3414.01,PayPal,Expedited,,Birmingham,Australia
635,128,2023-12-29,2024-01-04,Delivered,0.0,1160.11,Amazon Pay,Standard,,New York,USA
636,128,2022-01-09,2022-01-11,Returned,0.0,489.77,Gift Card,Standard,,Nashville,USA
637,128,2024-07-28,2024-07-31,Delivered,9.99,2615.37,Gift Card,Priority,,Columbus,USA
638,128,2023-12-13,2023-12-19,Delivered,5.99,2303.85,PayPal,Standard,PRIME15,Phoenix,USA
639,128,2022-06-08,2022-06-14,Delivered,5.99,1641.71,Credit Card,Expedited,,Oklahoma City,Canada
640,128,2023-05-28,2023-05-31,Returned,29.99,2790.76,Amazon Pay,Standard,,Albuquerque,USA
641,128,2022-02-17,,Cancelled,0.0,2939.54,PayPal,Expedited,PRIME15,Portland,USA
642,128,2021-01-16,2021-01-20,Delivered,5.99,2566.27,Credit Card,Standard,,London,USA
643,128,2022-10-23,,Processing,5.99,3110.75,PayPal,Standard,,Milwaukee,USA
644,128,2021-01-12,2021-01-13,Delivered,9.99,1188.15,Gift Card,Priority,SUMMER20,Houston,USA
645,130,2023-02-23,,Processing,0.0,547.13,Credit Card,Expedited,,Montreal,Australia
646,130,2025-09-12,,,0.0,1857.2,Credit Card,Same-Day,,Toronto,USA
647,130,2021-05-11,2021-05-12,Returned,9.99,687.01,Credit Card,Priority,SAVE10,Montreal,USA
648,132,2021-04-03,,Processing,14.99,2144.01,Debit Card,Standard,FLASH25,Phoenix,USA
649,133,2024-09-30,2024-10-01,Delivered,9.99,2236.52,Amazon Pay,Priority,,Seattle,USA
650,133,2021-11-10,2021-11-13,delivered,5.99,1368.45,Credit Card,Standard,,Columbus,USA
651,133,2023-02-13,2023-02-15,Returned,0.0,2009.9,Amazon Pay,Standard,,Los Angeles,USA
652,134,2024-07-10,2024-07-11,Delivered,9.99,13.8,PayPal,Standard,,Charlotte,USA
653,134,2022-12-26,2022-12-31,Delivered,0.0,1169.11,Credit Card,Priority,SAVE10,Nashville,USA
654,134,2021-03-25,2021-03-26,Delivered,9.99,2330.81,Amazon Pay,Standard,,Memphis,USA
655,134,2024-09-06,,Shipped,9.99,2584.97,PayPal,Same-Day,,Montreal,UK
656,134,2021-09-22,2021-09-25,Delivered,14.99,3059.53,Credit Card,Expedited,,Baltimore,USA
657,134,2022-05-17,2022-05-19,Delivered,9.99,118.64,PayPal,Standard,,Tucson,USA
658,134,2023-09-12,,Shipped,0.0,354.31,Credit Card,Expedited,PRIME15,Jacksonville,Australia
659,134,2022-03-14,2022-03-17,Delivered,29.99,1858.41,Amazon Pay,Priority,SUMMER20,San Jose,USA
660,134,2023-01-11,,Processing,9.99,2183.77,PayPal,Priority,SAVE10,Dallas,USA
661,134,2021-10-23,2021-10-29,Delivered,9.99,2190.11,PayPal,Priority,SAVE10,Toronto,Australia
662,134,2021-04-26,2021-05-02,Delivered,29.99,3424.94,Gift Card,Priority,,Birmingham,USA
663,134,2023-08-13,2023-08-16,Returned,5.99,256.4,Credit Card,Standard,SAVE10,Melbourne,UK
664,135,2024-01-21,2024-01-26,Delivered,29.99,1588.99,Credit Card,Expedited,,Vancouver,Germany
665,135,2021-04-29,2021-05-04,Delivered,14.99,3456.61,PayPal,Expedited,WELCOME5,Columbus,Canada
666,135,2022-06-24,2022-06-29,Delivered,0.0,1842.68,Amazon Pay,Expedited,,San Jose,USA
667,135,2024-04-30,,Cancelled,0.0,409.66,Credit Card,Standard,FLASH25,Philadelphia,UK
668,136,2021-07-24,2021-07-29,Delivered,14.99,1835.25,Debit Card,Priority,,Los Angeles,Canada
669,136,2021-01-15,,Cancelled,29.99,2975.84,Credit Card,Priority,,Dallas,USA
670,136,2023-09-13,2023-09-18,Delivered,9.99,1940.94,Gift Card,Expedited,,Nashville,Germany
671,136,2023-07-20,2023-07-22,Delivered,0.0,1478.32,PayPal,Same-Day,SAVE10,El Paso,USA
672,136,2023-07-03,2023-07-10,Delivered,0.0,2591.68,Amazon Pay,Expedited,,El Paso,USA
673,137,2022-10-14,2022-10-17,Returned,5.99,453.15,Debit Card,Same-Day,WELCOME5,Seattle,USA
674,137,2022-06-24,2022-06-27,Delivered,14.99,1885.51,Debit Card,Standard,,Houston,USA
675,137,2021-11-09,2021-11-15,Delivered,29.99,181.78,Debit Card,Standard,,Portland,UK
676,138,2021-06-02,2021-06-07,Delivered,29.99,1581.67,PayPal,Same-Day,,Nashville,USA
677,138,2023-01-02,,Cancelled,5.99,1447.93,Credit Card,Same-Day,,Milwaukee,USA
678,139,2021-02-14,2021-02-18,Delivered,0.0,2149.91,Gift Card,Same-Day,,Las Vegas,Australia
679,139,2023-10-18,,Processing,0.0,2108.96,Amazon Pay,Same-Day,,Montreal,USA
680,139,2024-02-20,2024-02-26,Delivered,14.99,2906.23,Credit Card,Priority,SAVE10,Charlotte,USA
681,140,2021-07-05,,Cancelled,19.99,1311.24,Credit Card,Same-Day,,Milwaukee,USA
682,141,2023-08-14,2023-08-17,Delivered,9.99,2964.49,Debit Card,Standard,FLASH25,Sydney,USA
683,141,2024-01-21,,Shipped,19.99,1709.83,Debit Card,Expedited,PRIME15,Phoenix,USA
684,141,2021-01-07,,Processing,0.0,3142.48,PayPal,Expedited,,Denver,USA
685,142,2022-09-07,,Shipped,9.99,2449.69,Gift Card,Same-Day,FLASH25,Vancouver,USA
686,142,2022-08-13,2022-08-19,Delivered,14.99,2838.17,Credit Card,Same-Day,SAVE10,Los Angeles,USA
687,142,2023-05-20,,Processing,19.99,113.2,PayPal,Expedited,WELCOME5,Fort Worth,USA
688,142,2023-02-12,2023-02-14,Returned,19.99,1327.66,Debit Card,Standard,,Oklahoma City,USA
689,142,2022-05-08,,Shipped,0.0,479.15,Amazon Pay,Standard,,Melbourne,UK
690,142,2021-03-23,2021-03-25,Delivered,9.99,1942.51,Debit Card,Standard,,Toronto,USA
691,143,2021-05-28,,Processing,5.99,973.51,Credit Card,Priority,SAVE10,Indianapolis,USA
692,143,2021-05-09,2021-05-11,Returned,5.99,1525.64,PayPal,Standard,,Birmingham,USA
693,143,2022-05-20,2022-05-21,Returned,0.0,1990.96,PayPal,Standard,,Melbourne,USA
694,143,2024-08-02,2024-08-06,Delivered,9.99,2979.32,Debit Card,Standard,,Columbus,UK
695,143,2022-10-25,2022-10-27,Delivered,5.99,1208.03,Credit Card,Standard,,San Francisco,UK
696,143,2023-03-29,2023-03-30,Returned,14.99,,Amazon Pay,Expedited,SUMMER20,Memphis,USA
697,143,2023-02-14,2023-02-17,Delivered,5.99,2035.11,Debit Card,Standard,FLASH25,Melbourne,USA
698,143,2023-12-14,2023-12-18,Delivered,5.99,755.66,Credit Card,Standard,,Oklahoma City,USA
699,143,2022-05-15,2022-05-17,Returned,9.99,340.71,Credit Card,Standard,,San Antonio,UK
700,143,2023-09-11,2023-09-12,Delivered,14.99,304.23,Amazon Pay,Expedited,,Manchester,USA
701,143,2021-12-16,2021-12-23,Delivered,29.99,1924.28,Debit Card,Expedited,,London,USA
702,143,2023-05-17,,Shipped,29.99,1594.95,Credit Card,Priority,PRIME15,Melbourne,USA
703,144,2021-05-28,,Processing,0.0,2476.48,Credit Card,Priority,SAVE10,Houston,USA
704,145,2023-06-04,,processing,19.99,3298.91,Credit Card,Priority,,Denver,USA
705,145,2021-07-16,,Shipped,0.0,1418.97,Debit Card,Standard,,Melbourne,Australia
706,145,2021-10-18,2021-10-19,Delivered,9.99,1491.21,Gift Card,Priority,,Dallas,USA
707,145,2022-07-24,2022-07-25,Delivered,0.0,3043.02,PayPal,Standard,,Louisville,USA
708,145,2024-09-03,2024-09-04,Delivered,19.99,2152.68,Amazon Pay,Standard,WELCOME5,Nashville,USA
709,145,2022-04-03,2022-04-04,Delivered,19.99,618.34,Debit Card,Same-Day,,Indianapolis,Germany
710,145,2022-06-05,,Processing,9.99,2380.67,PayPal,Expedited,SUMMER20,Nashville,Germany
711,145,2023-06-26,,Cancelled,0.0,930.34,Credit Card,Priority,FLASH25,Houston,Australia
712,145,2023-01-01,2023-01-05,Delivered,19.99,2348.37,Amazon Pay,Standard,,Sydney,UK
713,145,2024-07-28,,Processing,9.99,2908.02,Debit Card,Standard,FLASH25,Jacksonville,USA
714,145,2023-04-08,,Processing,14.99,2966.25,PayPal,Priority,,Indianapolis,Canada
715,147,2023-05-04,,Cancelled,5.99,1659.84,PayPal,Standard,,Denver,USA
716,147,2022-07-09,,Cancelled,5.99,2337.56,PayPal,Priority,,Sydney,UK
717,147,2022-11-26,2022-11-28,Delivered,19.99,2644.87,PayPal,Standard,,El Paso,Canada
718,147,2021-06-17,2021-06-23,Delivered,19.99,2445.47,Gift Card,Same-Day,,Seattle,USA
719,147,2024-09-12,,Shipped,5.99,1755.74,Credit Card,Expedited,,San Antonio,USA
720,147,2024-01-08,2024-01-11,Delivered,14.99,2239.82,Gift Card,Expedited,PRIME15,San Antonio,USA
721,147,2022-04-05,2022-04-06,Delivered,29.99,1808.29,Credit Card,Same-Day,,Vancouver,USA
722,147,2023-08-29,2023-09-02,delivered,19.99,589.5,Debit Card,Standard,WELCOME5,Munich,USA
723,147,2023-09-15,2023-09-21,Delivered,0.0,1359.23,PayPal,Expedited,SUMMER20,Portland,USA
724,147,2024-04-27,,Shipped,9.99,1395.04,PayPal,Priority,PRIME15,Denver,USA
725,147,2023-04-11,2023-04-18,Delivered,0.0,1615.43,Debit Card,Standard,,Columbus,USA
726,147,2024-03-18,,Shipped,19.99,288.93,PayPal,Expedited,FLASH25,Denver,Australia
727,148,2021-07-01,2021-07-05,Delivered,19.99,99.26,Amazon Pay,Standard,SAVE10,Berlin,USA
728,148,2021-03-09,2021-03-13,Delivered,5.99,2750.58,Amazon Pay,Standard,FLASH25,Melbourne,USA
729,148,2021-06-16,2021-06-18,Delivered,5.99,761.9,Amazon Pay,Same-Day,,Seattle,UK
730,148,2021-07-25,,Shipped,14.99,1913.78,Credit Card,Expedited,PRIME15,Vancouver,Germany
731,149,2021-03-19,2021-03-22,Delivered,0.0,,Debit Card,Expedited,,Los Angeles,USA
732,149,2022-10-01,2022-10-02,Delivered,14.99,2909.47,Debit Card,Expedited,WELCOME5,Chicago,USA
733,149,2024-06-25,2024-06-26,Delivered,0.0,435.76,Gift Card,Standard,SUMMER20,Birmingham,USA
734,149,2021-11-16,2021-11-18,Delivered,0.0,1494.88,Debit Card,Priority,,San Antonio,USA
735,149,2024-01-19,,Cancelled,5.99,2757.34,Debit Card,Priority,,Columbus,USA
736,149,2021-07-20,2021-07-26,Delivered,29.99,2861.03,Amazon Pay,Standard,,London,UK
737,150,2022-08-16,2022-08-17,Delivered,14.99,1613.22,Amazon Pay,Expedited,,Berlin,USA
738,150,2023-06-13,2023-06-16,Returned,9.99,1038.03,Amazon Pay,Expedited,,Vancouver,USA
739,150,2024-06-12,2024-06-18,Delivered,0.0,2740.78,PayPal,Expedited,,Denver,USA
740,150,2021-06-05,2021-06-06,Delivered,0.0,1166.92,PayPal,Expedited,,Baltimore,UK
741,151,2022-12-07,,Processing,5.99,622.5,Debit Card,Standard,,Memphis,USA
742,151,2023-09-24,2023-09-30,Delivered,14.99,2094.27,Credit Card,Expedited,PRIME15,Berlin,USA
743,151,2023-11-04,2023-11-09,Delivered,0.0,116.88,Credit Card,Expedited,,Las Vegas,USA
744,152,2023-01-19,,Processing,5.99,3103.93,Debit Card,Priority,,Louisville,USA
745,153,2024-08-31,,Processing,0.0,913.88,Credit Card,Expedited,SUMMER20,Seattle,USA
746,153,2022-04-01,2022-04-08,Delivered,19.99,3345.47,Credit Card,Priority,,San Antonio,USA
747,153,2021-01-08,,Cancelled,14.99,215.89,Debit Card,Priority,,Manchester,USA
748,153,2021-01-16,2021-01-18,Returned,14.99,2523.2,PayPal,Priority,SAVE10,San Jose,UK
749,153,2021-10-31,2021-11-02,Delivered,5.99,55.97,PayPal,Same-Day,,Berlin,Australia
750,154,2022-09-01,2022-09-02,Delivered,0.0,2544.75,Debit Card,Same-Day,,San Antonio,USA
751,154,2022-05-20,,Processing,29.99,2986.95,Amazon Pay,Priority,,London,Australia
752,154,2021-09-26,2021-10-03,Delivered,5.99,420.63,Amazon Pay,Standard,,Tucson,UK
753,154,2022-05-08,2022-05-10,Delivered,0.0,2981.69,Debit Card,Standard,FLASH25,El Paso,USA
754,154,2022-09-10,2022-09-15,Delivered,29.99,450.6,Debit Card,Standard,SUMMER20,Toronto,UK
755,154,2023-04-20,2023-04-22,Returned,19.99,459.84,Gift Card,Same-Day,,Louisville,USA
756,154,2022-12-07,2022-12-10,Returned,0.0,2361.17,Debit Card,Priority,,Charlotte,Germany
757,154,2023-06-30,,Shipped,0.0,2878.85,Credit Card,Standard,WELCOME5,Oklahoma City,USA
758,154,2023-10-07,,Processing,5.99,2445.58,PayPal,Standard,PRIME15,Berlin,USA
759,154,2024-03-06,2024-03-12,Delivered,0.0,1824.18,PayPal,Expedited,FLASH25,Houston,USA
760,154,2022-11-11,,Cancelled,0.0,1588.69,Credit Card,Expedited,PRIME15,Oklahoma City,USA
761,154,2023-06-29,,Cancelled,0.0,1469.71,Gift Card,Standard,,Las Vegas,USA
762,155,2023-11-15,,Shipped,19.99,1400.65,PayPal,Standard,SUMMER20,Nashville,USA
763,156,2022-01-05,,Processing,29.99,41.93,PayPal,Standard,,Columbus,USA
764,156,2023-11-16,2023-11-23,Delivered,0.0,1595.75,Credit Card,Standard,SAVE10,Portland,Germany
765,156,2021-08-10,,Processing,5.99,1610.29,Credit Card,Expedited,,Vancouver,Australia
766,157,2021-01-31,2021-02-03,Delivered,9.99,224.41,PayPal,Standard,,Berlin,USA
767,157,2023-01-05,2023-01-07,Delivered,5.99,2243.73,PayPal,Same-Day,,Seattle,USA
768,157,2021-10-14,2021-10-18,Delivered,19.99,2164.16,Amazon Pay,Standard,,Berlin,USA
769,157,2021-09-26,2021-09-29,Delivered,9.99,1900.09,Credit Card,Same-Day,,Jacksonville,USA
770,158,2024-05-22,2024-05-26,Delivered,29.99,27.29,Credit Card,Standard,SAVE10,San Diego,USA
771,158,2024-04-15,2024-04-20,delivered,14.99,2733.02,PayPal,Standard,PRIME15,San Antonio,Australia
772,158,2021-04-10,2021-04-15,Delivered,0.0,748.65,Amazon Pay,Expedited,,Houston,USA
773,158,2021-04-30,2021-05-02,Delivered,19.99,1202.15,Credit Card,Expedited,FLASH25,Seattle,Canada
774,158,2021-05-12,2021-05-18,Delivered,14.99,1088.77,Debit Card,Priority,SAVE10,New York,USA
775,158,2022-12-06,2022-12-08,Delivered,0.0,3368.68,Gift Card,Expedited,SUMMER20,El Paso,USA
776,158,2022-08-17,2022-08-20,Returned,0.0,1559.34,Credit Card,Standard,SAVE10,Munich,USA
777,158,2021-06-14,2021-06-16,Returned,9.99,2493.13,Amazon Pay,Expedited,,Dallas,USA
778,158,2024-03-24,2024-03-29,Delivered,19.99,2271.53,Debit Card,Standard,,Dallas,USA
779,159,2021-08-22,,Cancelled,14.99,2382.34,Amazon Pay,Expedited,SAVE10,El Paso,USA
780,160,2021-11-06,2021-11-12,Delivered,14.99,1251.52,PayPal,Standard,,Montreal,USA
781,160,2023-04-29,2023-05-03,Delivered,5.99,2961.85,Credit Card,Standard,FLASH25,Indianapolis,USA
782,160,2022-11-21,2022-11-26,Delivered,14.99,3178.44,Debit Card,Same-Day,,San Francisco,USA
783,160,2022-12-07,2022-12-13,Delivered,29.99,1336.54,Amazon Pay,Standard,,Vancouver,UK
784,160,2022-02-18,2022-02-20,Returned,0.0,3089.52,Gift Card,Priority,,San Antonio,USA
785,161,2024-09-28,2024-10-05,Delivered,5.99,581.2,PayPal,Priority,,Charlotte,USA
786,161,2021-05-11,2021-05-15,Delivered,5.99,1112.57,Amazon Pay,Priority,,Portland,USA
787,161,2023-03-02,2023-03-06,Delivered,5.99,1855.98,PayPal,Priority,SUMMER20,Sydney,USA
788,161,2023-01-23,2023-01-24,Delivered,19.99,,Debit Card,Expedited,,Louisville,UK
789,161,2022-11-15,2022-11-17,Delivered,0.0,3033.62,PayPal,Priority,,Berlin,USA
790,161,2022-10-17,2022-10-22,Delivered,29.99,762.13,PayPal,Expedited,,Sydney,USA
791,161,2022-09-09,,Cancelled,19.99,,Credit Card,Priority,,Birmingham,USA
792,162,2022-12-08,2022-12-11,Returned,29.99,3071.5,Credit Card,Standard,,Los Angeles,USA
793,162,2022-04-17,2022-04-22,Delivered,5.99,1590.21,PayPal,Same-Day,SAVE10,Albuquerque,USA
794,162,2021-04-25,2021-05-01,Delivered,5.99,233.47,Amazon Pay,Standard,PRIME15,Fort Worth,USA
795,162,2024-07-14,2024-07-20,Delivered,29.99,2745.54,Credit Card,Expedited,,Dallas,USA
796,162,2021-02-25,2021-03-03,Delivered,5.99,1766.8,Credit Card,Same-Day,SAVE10,Columbus,USA
797,162,2023-07-14,2023-07-18,Delivered,29.99,1788.19,Debit Card,Expedited,,Philadelphia,USA
798,162,2023-02-20,2023-02-27,Delivered,19.99,893.65,Debit Card,Priority,,Birmingham,USA
799,163,2022-07-28,2022-08-03,Delivered,0.0,3036.13,Debit Card,Same-Day,,Houston,USA
800,163,2021-06-08,2021-06-11,Delivered,0.0,1668.43,Credit Card,Standard,SAVE10,London,Canada
801,163,2024-03-27,2024-03-30,Delivered,0.0,223.77,Credit Card,Expedited,PRIME15,Montreal,USA
802,163,2021-06-05,2021-06-12,Delivered,14.99,2223.73,Amazon Pay,Priority,SUMMER20,Tucson,USA
803,163,2022-12-23,2022-12-24,Delivered,14.99,2240.67,Credit Card,Expedited,SUMMER20,Albuquerque,USA
804,163,2023-09-25,2023-09-28,Returned,0.0,3367.61,Amazon Pay,Expedited,PRIME15,Berlin,UK
805,163,2024-02-19,2024-02-23,Delivered,9.99,336.0,PayPal,Expedited,,Philadelphia,Australia
806,163,2024-03-15,2024-03-17,Returned,14.99,2578.09,PayPal,Expedited,,Toronto,USA
807,163,2022-10-20,2022-10-23,Delivered,14.99,733.75,Gift Card,Expedited,,Las Vegas,USA
808,164,2023-06-20,2023-06-25,Delivered,5.99,3331.98,Debit Card,Priority,SUMMER20,Austin,USA
809,164,2023-03-31,2023-04-01,Delivered,29.99,2454.39,Credit Card,Standard,PRIME15,Milwaukee,UK
810,164,2023-09-21,2023-09-28,Delivered,29.99,3063.65,Gift Card,Standard,SAVE10,Austin,USA
811,164,2022-01-02,2022-01-04,Returned,14.99,2840.81,Credit Card,Standard,,Oklahoma City,USA
812,164,2023-11-27,,Processing,9.99,381.67,Amazon Pay,Same-Day,,Manchester,Australia
813,164,2023-08-25,2023-08-31,Delivered,19.99,1603.81,PayPal,Priority,,Toronto,Canada
814,164,2023-07-23,2023-07-24,Delivered,14.99,1030.79,Amazon Pay,Expedited,SAVE10,New York,Germany
815,164,2021-05-06,2021-05-10,Delivered,0.0,265.41,Credit Card,Priority,SAVE10,Denver,USA
816,165,2022-03-20,2022-03-23,Delivered,9.99,2972.19,Amazon Pay,Expedited,,Munich,USA
817,165,2021-09-04,2021-09-09,Delivered,0.0,1322.93,PayPal,Expedited,,Tucson,USA
818,165,2022-08-30,2022-09-04,Delivered,19.99,1327.92,Credit Card,Standard,,Munich,USA
819,166,2021-11-27,,Shipped,19.99,1335.72,Amazon Pay,Same-Day,FLASH25,Jacksonville,USA
820,166,2021-06-30,2021-07-01,Delivered,0.0,3444.42,Credit Card,Standard,,Indianapolis,USA
821,168,2022-11-17,2022-11-20,Returned,0.0,3178.48,Debit Card,Standard,,Portland,USA
822,168,2023-05-09,2023-05-10,Delivered,0.0,1410.63,Credit Card,Priority,,Berlin,USA
823,168,2024-02-14,2024-02-16,Delivered,14.99,1756.37,Debit Card,Priority,,Denver,Australia
824,168,2023-04-06,2023-04-09,Returned,5.99,1351.57,PayPal,Expedited,SUMMER20,Indianapolis,USA
825,170,2021-07-07,2021-07-10,Returned,19.99,1432.76,PayPal,Standard,PRIME15,Manchester,USA
826,170,2022-06-25,2022-06-27,Delivered,9.99,2347.64,Credit Card,Priority,,Manchester,USA
827,172,2022-09-15,,Cancelled,5.99,310.2,Credit Card,Same-Day,,Vancouver,USA
828,172,2023-04-01,2023-04-07,Delivered,19.99,2439.3,PayPal,Same-Day,PRIME15,Berlin,USA
829,172,2021-01-27,2021-01-28,Delivered,0.0,2066.77,Amazon Pay,Expedited,WELCOME5,Albuquerque,UK
830,172,2021-08-22,2021-08-29,Delivered,29.99,2885.58,Amazon Pay,Standard,FLASH25,Seattle,USA
831,173,2024-01-19,2024-01-26,Delivered,19.99,186.5,Credit Card,Same-Day,,Albuquerque,USA
832,173,2023-05-20,2023-05-22,Delivered,9.99,604.67,Debit Card,Priority,,Milwaukee,UK
833,174,2022-12-16,2022-12-19,Delivered,19.99,3435.06,Credit Card,Same-Day,,Philadelphia,USA
834,174,2022-12-16,2022-12-18,Delivered,19.99,863.33,Amazon Pay,Priority,,Montreal,USA
835,174,2021-10-13,2021-10-18,Delivered,0.0,2617.02,Amazon Pay,Priority,PRIME15,Las Vegas,USA
836,174,2021-08-01,,Cancelled,9.99,1681.49,Amazon Pay,Expedited,,London,UK
837,175,2023-04-18,2023-04-22,Delivered,19.99,2337.02,PayPal,Priority,,Portland,USA
838,175,2024-04-27,2024-04-29,Delivered,9.99,1559.05,Debit Card,Same-Day,,Portland,USA
839,176,2022-10-28,2022-10-30,Delivered,19.99,2111.77,Debit Card,Standard,,Denver,Australia
840,176,2024-04-10,2024-04-17,Delivered,14.99,380.54,Amazon Pay,Priority,,Milwaukee,USA
841,176,2024-05-20,2024-05-22,Returned,14.99,2936.73,Gift Card,Standard,,Los Angeles,USA
842,176,2022-08-19,2022-08-26,Delivered,29.99,1362.49,Debit Card,Expedited,,Melbourne,USA
843,176,2023-03-23,,Processing,14.99,1869.74,Credit Card,Expedited,,Houston,USA
844,176,2021-03-31,2021-04-06,Delivered,5.99,951.5,Amazon Pay,Priority,,Tucson,USA
845,176,2024-07-06,2024-07-12,Delivered,0.0,N/A,PayPal,Standard,,New York,USA
846,176,2024-08-11,2024-08-15,Delivered,0.0,1731.99,Credit Card,Expedited,,Berlin,USA
847,176,2021-11-02,2021-11-04,Delivered,0.0,1434.18,Gift Card,Standard,PRIME15,Austin,USA
848,178,2024-08-01,2024-08-02,Delivered,29.99,923.26,PayPal,Priority,SUMMER20,Sydney,USA
849,178,2023-01-15,2023-01-19,Delivered,19.99,2226.35,Credit Card,Priority,,Philadelphia,USA
850,178,2022-09-17,,Cancelled,14.99,1292.5,Amazon Pay,Standard,,Louisville,UK
851,178,2023-10-07,2023-10-10,Delivered,5.99,3289.71,Debit Card,Standard,PRIME15,Milwaukee,UK
852,178,2024-01-04,,Cancelled,29.99,1804.26,Gift Card,Same-Day,,Denver,UK
853,178,2022-04-14,,Processing,9.99,2208.63,Amazon Pay,Expedited,PRIME15,Nashville,UK
854,178,2022-10-04,2022-10-06,Delivered,19.99,2841.8,Credit Card,Standard,SAVE10,Austin,USA
855,178,2024-06-03,2024-06-05,Delivered,19.99,888.86,PayPal,Standard,WELCOME5,Chicago,USA
856,178,2021-02-18,,Shipped,0.0,1270.51,Gift Card,Standard,PRIME15,Tucson,USA
857,178,2021-01-17,2021-01-21,Delivered,0.0,3213.0,Debit Card,Standard,FLASH25,Tucson,USA
858,180,2023-10-01,2023-10-08,Delivered,5.99,951.05,Credit Card,Same-Day,WELCOME5,Los Angeles,USA
859,180,2023-05-14,2023-05-17,Delivered,5.99,393.69,Credit Card,Standard,,Los Angeles,USA
